"x"
"1" "남친이랑 만난지 220일 됬고 부모님 얼굴도 몇번봤는데요 다음주에 설이라서 남자친구 부모님께 설선물 해드리고싶은데 뭐가좋을까요? 추천좀 해주세요 (해드리는게 좋겠조?)"
"19" "?이제 곧 설이 다가와서 사촌동생에게 설선물을 사주려고 합니다!!저도 아직 학생인데 이제 중학교 들어가는 사촌동생에게?괜히 언니인척도 좀 하고싶고 그래서 설선물을 사주려고 하는데요!뭐를 사줄까 생각하다가 가격대도 어느정도?맞고?설선물의 의미도 있고 한 문제집을 사주려고합니다!!과목은 영어듣기로 정했는데 좋은 문제집이 뭐가 있을까요??사촌동생한테 설선물로 주는건 티안내고 은근슬쩍 무슨 과목이제일 어렵냐고 물어보니까 영어듣기라고 해서 결정한거 거든요~!그러니까 중학생 1학년에게 설선물로 줄만한 영어 듣기 문제집좀 추천해주세요!!?"
"20" "?안녕하세요. 이번에 설이 다가오잖아요. 그래서 사랑하는 조카들에게설선물을 주려고 하는데요. 예전에는 반듯한 새걸로 만원을 준비해서설선물로 주고는 했는데요. 그런데 사랑스런 조카들에게 그냥 반듯한 돈 지폐를주는 것보다 보다 특별한 것으로 선물을 주고 싶습니다.?제가 조카들이 좀 많은편이라서, 어떤걸 해야 좋아할지는 모르겠으나의미있는 것으로 준비를 하고 싶은데요. 그래서 고심끝에 준비한것이책을 사줄까 합니다. 설선물로 조금 더 특별하다는 생각이 들어요.조금 더 특별하게 편지와 함께 반듯한 손편지와 함께 지폐한장과 함께설선물로 주려고 하는데요. 어떤 책으로 준비를 해야할지를 모르겠어요.엄마아빠들을 생각해서 공부할 수 있는 책으로 준비를 해야 할것 같은데요.저희 조카들은 지금 예비중학생 1명, 예비 고3 1명, 예비 대학생 1명이렇게 입니다.대학생은 이번에 교원대학교에 합격하여 예비선생님이 되려고 준비중입니다.사랑하는 우리 조카들에게 뜻깊은 설선물로 책을 사주려고하니,공부할만한 책들로 추천을 부탁드립니다. 아이들이 보고 조금 더 의미있는 시간이될수있기를 바라면서요. 그럼 추천을 부탁드립니다.!"
"21" "마트나 백화점을 다 돌아도 딱히 괜찮은 걸 못찾겠네요..설선물로 제일 가정집에서 받을 때 무난한거 말고 기뻐할 만한 게 뭘지 다른 분들께 조언 구합니다. 개인적으로 도움 받은 일때문에 십만원대로 생각중이고 나이는 조금 있으신 편인데 어떤게 좋을지요."
"22" "제가 22살이고 여자친구는 21살입니다. 이제 사귄지 1년정도 되가는데 여자친구 부모님이랑은 여자친구집에서 같이 밥도 먹고 몇번찾아뵈서인사도드리고 어머님 선물도 사드리고 이랬는데요. 요번에 설이 다가오는데 설선물을 비싼건아니고 간단하게나마 선물을드릴려하는데 여자친구는 됬다고 돈많이쓴다고 결혼한것도아닌데 왜사냐 이상하지않냐고 하는데 아예 안만나뵌것도 아니고 여태밥도얻어먹고 선물도드리면서 이런저런얘기도 나누고 이랬는데 드려야하는게 예의아닌가요? 드려야할지말지 고민되는데 드려도되는거겠죠?"
"23" "저에게 정말 천사같은 저희 언니가 시집을가서 지금 외국에 나가있는데요.이번 명절에는 언니가 입덧이 심해서 못 들어올 것 같다고 하더라구요ㅜㅜ그래서 언니가 평소 좋아하는 과일을 보내려고 하는데 설선물 과일은 어떤게 좋을까요??언니가 곶감 맛있는거 구하기가 힘들다고 곶감이 먹고싶다는데 임산부 곶감 먹어도되요?"
"24" "안녕하세요, 부모님께 이번에 해드릴 설선물추천좀 해주세요 ㅠㅜ..아무래도 부모님께서 연세가 있으시다보니좋은걸로 설선물 해드리고 싶은데요...어떤걸로 설선물 해드려야할지 고민되서요식품종류말고 좀 새로운 설선물 세트로 추천부탁드려요~설선물 세트 빠른답변 부탁드릴께요~!"
"25" "이번 명절에 외할머니댁을 가는데 저 혼자만 가게 됬어요!엄마가 설선물 준비해서 가는게 예의라고 준비하라는데혼자 준비해본 적이 있어야죠;;일년에 한두번 뵈러가구 저는 21살이고 할머니는 60대셔요.할머니가 삼촌이랑 같이 사시거든요.거의 집안일 하시고 가끔 마실 나가시는데 어떤 선물이 좋을까요??가격은 만원에서 3만원대로 생각하고 있어요!"
"26" "혼자 여러가지를 찾아보고 생각은 해봤는데요.아직 마음에 와닿는 부모님 설선물을 못정했어요.지금 식품류를 해드려야 할지..아니면 부모님 설선물로 다른 실용적인것을 해드릴지...못정하고 있습니다.형편이 좋지 못해서 저렴한 부모님 설선물로 뭘 해드리면 좋을지 추천해주세요.그냥 넘어가면 후회가 될듯 한데요.적당한 가격으로 큰 기쁨 드릴만한것은 없을지..좋은 아이디어 있으시면 추천좀 해주세요.이미 해드렸던것은 피하고 싶어서요.평범하지 않은것이면 좋겠습니다.다른 분들은 부모님 설선물로 무엇을 준비하셨는지도 궁금하네요.^^???"
"27" "안녕하세요. 새해라서 새해선물 (신년선물) 준비하고 있는데요벌써 몇일째 설선물 알아보고 있는데 쉽지가 않네요?오랜만에 집에 찾아가는 거라 새해선물 (신년선물)을 어떤 걸로 해야할 지 참 망설여지네요한과나 고기세트 이런 건 너무 흔한것 같고그렇다고 설선물 현금으로 드리기에도 애매해서요새해선물 (신년선물) 괜찮은 거 있으면 조언 좀 부탁드릴께요"
"28" "ㅠㅠ안녕하세요 ..?취직한지 얼마 안된 신입생인데 어느덧 설이기도하고 .. 설선물 준비해보려고하는데요평소 잘 챙겨주시고 신세 졌던 직장 같은 팀 팀원분들에게 설선물 돌리고 싶어요설선물을 통해서 감사했던 마음 표현도하고.. 앞으로도 잘부탁드린다는 의미이기도 하고, 이왕이면 아직 신입인데 앞으로도 예쁘게 봐줬으면 하는 마음에 좀 센스있는 설선물을 하고싶구요이럴때 하는 설선물이라면 어떤게 좋을까요?참고로 팀 자체는 그리 큰팀은 아니라서 선물 드릴 분은 3분 정도에요설선물 추천 할만한 거 있으시면 설선물 어떤거 하면 좋을지 의견좀 부탁드려요~~!!!ㅠㅠㅠㅠ"
"29" "설선물 추천해주세요교수님께 드릴 설선물 찾고 있는데드릴만한 설선물을 못고르고 있네요 ;;5만원 미만대 설선물 어떤게 있을까요 ???괜찮은 설선물 추천좀해주세요"
"30" "뉴뉴 안녕하세요 ..?취직한지 얼마 안된 신입생인데 어느덧 설이기도하고 .. 평소 잘 챙겨주시고 신세 졌던 팀내 분들에게 설선물 돌리고 싶어서요감사했던 마음 표현도하고.. 앞으로도 잘부탁드린다는 의미이기도 하고, 이왕이면 아직 신입인데 앞으로도 예쁘게 봐줬으면 하는 마음에 좀 센스있는 선물 하고싶은데 ..이럴때 하는 설선물이라면 어떤게 좋을까요?참고로 팀 자체는 그리 큰팀은 아니라서 선물 드릴 분은 3분 정도라 .. 한분당 5만원까지는 생각하고있어요!설선물 추천 할만한 거 있으시면 의견좀 부탁드려요~~!!!ㅠㅠㅠㅠ"
"31" "제가 지금 고등학생인데 이제 고등학생이니 설선물도 드려야될거같아서요 돈은 7~8만원까지가능한데 어떤걸하면 좋을지 추천좀해주세요 고등학생한테 안어울리는거 추천 ㄴㄴ"
"32" "다음주에 구정이라 부모님께 설선물 (설날선물) 해드리려고 하는데요설선물 (설날선물)로 용돈이나 참치세트 같이 흔한 설날선물 말고내복이나 속옷 해드릴까 싶은데 설선물 (설날선물)로 속옷 괜찮을까요?따뜻하고 예쁜 속옷 어디서 사야 할지 추천해주세요설선물 (설날선물)로 괜찮은 곳으로 부탁드려요"
"33" "이번 설선물로 영광굴비를 생각중인데...조언을 좀 구하고 싶어요...양가부모님 양쪽 다 설선물로 영광굴비를 하려고 합니다.일단 저희 부모님도 굴비를 좋아하시고처가댁도 장인어른이 특히 좋아하신다고 하셔서이왕이면 설선물 영광굴비 정말 좋은걸로 신경써서 선물을 하려고 하는데요일단 맛있고 믿을만한 곳에서 구입을 하고 싶습니다.제가 뭐 굴비를 잘 고르는 것도 아니고설선물이다보니 좀 더 신경이 많이 쓰이네요...!좋은 정보 있으면 좀 알려주셨으면 좋겠습니다...양가부모님 드릴 영광굴비 설선물 추천 꼭 좀 부탁드려요...!?"
"34" "조부모님께 설선물 뭐가좋을까요?"
"35" "?부모님께 설선물 하려고 하는데ㅐ 보통 뭘하나요?현금이라면 어느정도>"
"36" "22살인데요 남자친구집에 몇번놀러가서 얼굴뵌적이 몇번잇는데 설선물 챙겨드리는게 예읜가요?"
"37" "????넘 성의없어 보여서요샴푸선물세트 추천 많이 하던데 이거 말구요 설선물 어떤게 좋을까요 ?친한분들과 신랑회사에 과장님 대리님 이런분들에게 할려고 하는데요형식적으로 보이지 않게 성의가 보일수 있는걸로 샴푸선물세트나 생활용품 이런거 말구요 추천 좀 해주세요알아보는 중인데요 요즘 웰빙이 대세라서 건강에좋은것들도 많이 먹긴 하던데아님 흔하지만 비싸고 좋다고 하는 한우나 영광굴비 ?여러모로 생각하는데 이런것들은 가격이 만만치않아서요샴푸선물세트 이거말고 설선물 좋은건 없을까요 ?가격 적당선에 정성과 성의가 보이고 고급스런걸로 찾구 있네요지인들은 괜찮아도 신랑 상사들에게는 그래도 진짜 좋은걸로 해야될듯 해서요저 이래뵈도 나름 내조의여왕임 ㅋㅋ암튼 설선물 완전 좋은걸로 하지만 가격 부담되지 않은걸로 ^^;;추천 해주시면 감사하겠습니다-0-???"
"38" "새해도 밝았고 설날도 이제 얼마 남지 않았네요설선물 알아보고 있는데 설날이 다 되어서 구입하면 설배송이 너무 오래 걸리고~걱정 되네요 어디서 설선물을 구입해야하고 어떤 설선물을 골라야 할까요?요즘 인기있는 명절선물, 설선물을 알려주세요한과나 고기세트 이런 건 너무 흔한것 같아요. 고민됩니다!"
"39" "뭐가 좋을까요 설선물이요해야하는데 곧 설이라서 좀 급박한 상황이긴 하잖아요.결혼하신분들은 알꺼에요추석선물 얼마나 고민되는지요부모님이랑 시댁이랑 다 챙겨야하고시댁에는 또 할머니도 계시거든요제가 좀 일찍 결혼을 했죠그래서 그러는데 추석선물 좋은걸로 뭐하면 좋을지 양가부모님추석선물세트하구요할머님이랑 시댁식구들챙길것들있으면 알고싶어요광고답변하지마시구요 성의있게 좀 답변해주시면 좋겠네요좋은답변 기다릴게요.꼭 좋은답변 해주세요 추석선물세트 인터넷에서 골라보신분들이 답변해주시면 좋겠네요 ^^"
"40" "안녕하세요 ! 시댁에 설선물 보내드리려고 하는데,친척까지 해서 식구가 좀 많아요~설선물을 한종류로 통일하기에는 너무 성의 없어 보여서...ㅜㅜ시댁에 보내드릴 건데 아무거나 설선물로 해갈 수도 없고..그렇다고 백화점에서 사기엔 너무 비싸서 부담되네요ㅠㅠ설선물 살만한 곳 좀 알려주세요 :)"
"41" "이번에 돌아오는명절에 예비처가댁에? 인사가려고하는데요시골에 예비장모님 혼자계셔서 설날 전에 먼저 찾아뵙고 오려구요설선물 좋은걸로 알려주세요여친은 빈손으로 가도된다고 하는데 그건예의가 아닌것같구요장모님되실분 혼자계시는데 설선물 뭐가좋을까요 ?소소하게 농사도 지으시고 요즘같은 겨울철에는 소일거리 찾아서 하신다고 들었습니다주변에 친구분들과 외삼촌 친척들 가까이 계셔서 안올라오시는거라고 하는데요인사갈때 설선물 좋은걸로 알려주세요여긴 딸만 셋이라서 제가 장가가면 아들역할도 하기로 했는데몇번봤는데도 볼때마다 떨리는건 마찮가지네요예비장모님이 좋아하실만한 설선물 추천 부탁합니다 !!!??"
"42" "미리 설선물을 좀 준비해보려구요괜찮은거 베스트5? 뭐가 있을까요???드릴분들이 꽤 있어서 걱정이에요정해진 설선물말고 좀 특별한? 그런것들 뭐 없을까요...베스트 5 정도 꼽아주실 수 있을까요?매년 이맘때 고민이 되네요잘 아시는분이 답변 해주시면 좋겠구요좋은걸로 설선물 베스트 5 을 알고 싶어요그냥 가서 사라 이런말 하지마시구요!받으시는분들이 정말 좋아하셨거나 받고나서 괜찮았다 이런것도말씀해주셨으면 좋겠어요비싼게 꼭 좋은것도 아닌 것같고... 안식상한 설선물로 알려주셨으면 좋겠구요광고 말고...좋은 정보부탁드려요여러가지 다 따져봤을때 젤 좋은 설선물 베스트 5 꼭 좀 알려주세요답변주세요"
"43" "제가 좀 특별한 설선물을 준비하고 싶은데순위 높은걸로 베스트3는 뭐가 있을까요???정해진 설선물 이런거 말고 진짜 괜찮은 걸루요뭘 사야할지 고민이에요설선물 순위외 베스트3정도 추천해주시면 좋겠는데...그냥 가서 사라 이런말 하지마시구요ㅜ그건 저도 아는데...그래도 설선물이 한두푼 하는것도 아니고...많이들 찾는 순위 높은 베스트3정도 말씀해주시면 먼저 참고해보고 그러려고 하는데요...받으시는분들이 정말 좋아하셨거나 받고나서 괜찮았다 싶은 설선물들!베스트3 말씀해주셨으면 좋겠어요!인기순위 좋은걸로요~제가 학생이다보니 너무 비싼건 좀 그렇고여러가지 다 따져봤을때 젤 좋은 설선물 순위 베스트3 꼭 좀 알려주세요부탁이요!"
"44" "곧 있으면 또 명절이더라구요그래서 설선물을 좀 알아보고 있는데 베스트3정도괜찮은거 뭐 없을까해서 추천 좀 부탁드리려구요막상 날짜 닥치면 뭘해야하나 고민이 많이 되는데좀 저렴하면서도 합리적가격으로 설선물 베스트3는 뭐가 있을까요?선물드릴 분들이 몇 분 계신데이것저것 생각하다보니 좀처럼 결정을 잘 못하겠어요...설선물이 다 비슷한것 같고 정말 괜찮은것들 베스트3정도 꼽아주세요성의없어보일까봐 흔한 거나 평범한건 좀 안내키더라구요..그때되면 이것저것 설선물들이 나오지만 거품도 좀 있는것같고실속없는 것들도 꽤 있어서요정말 괜찮은걸로 베스트3정도 추천해주세요..!막 비싸고 이런곳보다는 특별하고 센스있는 그런것들 뭐 없을까요괜찮은거 아시면 설선물 베스트3 추천 부탁드려요답변 꼭 해주시구요.좋은 정보 기다립니다..!"
"45" "일곡동 설선물 살만한거 뭐있나요?
									
	
								
								
									
									









	
	





	궁금한 위치 일곡동
	
	
		광주광역시 북구 일곡동
		길찾기 크게보기
	

									


	try {document.execCommand('BackgroundImageCache', false, true);} catch(e) {}

	<div class=\"map_inr\">
		<div class=\"ly_pin\" style=\"top:53px;left:134px\">
			<div class=\"cont\">
				<div class=\"inr\">
					<strong>여기가 궁금해요</strong>
					<p>{=title}</p>
				</div>
			</div>
			<span class=\"bgl\"></span>
			<span class=\"bgr\"></span>
			<span class=\"bgt\"></span>
		</div>
		<span class=\"ic_pin\" style=\"top:122px;left:187px\"></span>
	</div>
	
		createMap('detail_map0', '35.212573206155', '126.897993320957', '일곡동', 'qMapCenterLayerTpl');"
"46" "남자친구랑은 70일 조금 넘엇구요 남자친구 부모님 아직 만나뵙지는 못햇지만 전화통화로만 인사드렷어요설선물로 백화점에서 간단한 5만원초반 유과세트와 꽃다발 2만원대 와인을 남자친구를 통해서 전해줄려하는데 괜찮을까요??제 나이가 21살이구 오빠는 25인데 오빠 어머니께서 세련되시더라구요 설선물로 쫌 오바인가요"
"47" "뭐가 좋을까요 설선물이요해야하는데 겨울이고 곧 설이라서 미리 준비해야할 상황이긴 하잖아요.결혼하신분들은 알꺼에요설선물 얼마나 고민되는지요 부모님이랑 시댁이랑 다 챙겨야하고시댁에는 또 할머니도 계시거든요제가 좀 일찍 결혼을 했죠그래서 그러는데 설선물 좋은걸로 뭐하면 좋을지 양가부모님설선물세트하구요할머님이랑 시댁식구들챙길것들있으면 알고싶어요광고답변하지마시구요성의있게 좀 답변해주시면 좋겠네요좋은답변 기다릴게요.꼭 좋은답변 해주세요설선물세트 인터넷에서 골라보신분들이 답변해주시면 좋겠네요 ^^"
"48" "대략적으로 일단 알아볼려고하는데요백화점에서파는 설선물은 너무 거품이 많이 있는것 같고마트에서 사자니 가격이 좀 낮으면 질이 좀 떨어지는것 같고그래서 걱정이 많은데요ㅜㅜ어떤 설선물을 해야지 좋을까싶습니다.좋은것 좀 있으면 추천 해주시면 좋을것 같은데요굴비라던지 한우 이런게 무난하고 괜찮을까요 곶감 같은거나요아니면 특별하거나 좋은게 있을지 시댁에도 해야하고부모님선물도해야하는데 뭘 해야할지 잘 모르겠어요먹을걸로해야할것 같긴한데 건강식품같은게 좋으려나설선물 추천 좀 부탁드려봅니다.어떤걸 하면 괜찮을지 아시는분 답변 좀 해주시면 좋을것 같아요광고답변이나 쓸데없는 답변 하지마시구요성의있게 답변 해주시면 감사하겠습니다추석선물로 좋은것들 여기저기 할데가 많아서 여러가지 소개 좀 해주세요해주고도 욕먹는그런선물말구요."
"49" "남자친구랑 사귄지 2년정도 되어가는데요,아직인사는 못드렸고 여자친구있다는거는 아시는데요인사는 나중에드리고...설선물을 챙기려하는게 괜찮나요? 보통하나요?부담스러워하시진 않는지..만나뵌적이없어서 고민되네요선물은 어떤게괜찮나요?"
"50" "여자친구 부모님 설선물 고르고 있는데아무래도 고민이 많이 됩니다...이런 부분에 서툰것도 있고 특히나 여자친구 부모님이라고 생각하니 설선물을 신경써서 준비해야겠더라구요.여자친구랑은 일단 결혼을 생각하고 있구요명절때도 좀 잘보여겠다는 마음에 긴장도 많이 되구요...나아가서 처가댁이라고 생각하니 더 그런것같아요..거기다 제가 여자친구부모님께 설선물을 드리는건 처음이라뭐가 좋을지 조언을 구하고 싶습니다.보통 여자친구 부모님 설선물 로는 뭘 준비하시는지...나이가 좀 있으시니 그런것도 좀 고려해주셨으면 하구요가격적인 부분보다도 정말 특별하고 좋아하실만한 선물이었으면 좋겠구요..여자친구 부모님이 받고서 무난하게 좋아하시고남자친구로써 잘 보일만한 설선물 추천 부탁드립니다..!?"
"51" "정관장 홍삼 문의합니다.시댁 설선물로 마땅히 살만한게 없네요.. 작년엔 그냥 과일이랑 현금 챙겨드렸는데?올해는 과일 사 올 사람 있다고 안 사와도 된다고 하시네요검색해보니 요즘엔 홍삼도 많이 하더라고요 정관장 홍삼 선물해보신 분들 계신가요?좋아하시나요? 어머님 아버님이 선물 들어온 홍삼은 드시긴 하는데?직접 사드시진 않아요 정관장 홍삼이랑 현금 드리는 거 괜찮겠죠?정관장홍삼 빠른답변 부탁드립니다~"
"52" "친척 분 중에 둘째 큰아빠가 머리가 까지셨어요..그래서 탈모 샴푸 설선물로 드리려는데탈모 샴푸 따로 쓰는 거 있으세요? 제가 리피움 탈모 샴푸 알아두긴 했는데 탈모 샴푸로 괜찮을 지몰라서요~ 탈모 샴푸 선물드리면 잘 쓰시겠죠? 둘째 큰 아빠가 어렸을때부터 절 진짜 이뻐해주셨거든요 ㅎ탈모 샴푸로 쓸만하다면 탈모 샴푸 구매처좀 알려주시겠어요~^^? 설 전에 사려면 탈모 샴푸 후딱 사게요!"
"53" "할머니 설선물론 뭐가 좋을 까요 정말 고민 중이에요 2~3만원 정도 껄로여 흑흑"
"54" "?설선물 저렴한걸로 여러개 돌릴거라서 가장 가격대 만만하면서 설느낌 나는걸로한과세트 생각중인데요선물 하기에는 가격보다는 그래도 부피가 좀 있어서 괜찮지않나 싶었는데 주변에서 한과 맛도없고받는 사람도 별로 안좋아서 다시 돌고 돈다고 한과세트 설선물로 별로라고 해서요이 가격대 다른 설선물로 뭐가 있을지 고민중입니다한과세트 가격대로 더 실용적인선물 괜찮은거 저렴한거 추천좀요한 20-30세트 사야해서 얼른 준비해 놓을려고 해요같은가격이면 이왕이면 좋아하는거 해주고 싶긴한데 너무 비싼건 안되니까인기 많은걸루요^^"
"55" "국민 최대의 명절인 설이 얼마 남지 않았잖아요설날이 다 되어서 구입하면 설배송이 너무 오래 걸리잖아요걱정 되네요 어디서 설선물을 구입해야하고 어떤 설선물을 골라야 할까요?요즘 인기있는 명절선물, 설선물을 알려주세요홈삼이나 고기세트 이런 건 너무 흔한가요? 고민됩니다....ㅠㅠ"
"56" "안녕하세요...도움 좀 구하려구요!저희 부모님 설선물 어떤거 해드리면 좋을까요?직장생활하면서 평소에 부모님 얼굴뵙기도 많이 어려운데요곧 설이고 부모님 설선물 어떤게 좋을까 고민중이에요좀 부담도 안가지시고 만족할 만한 것을 좀 찾고있어요...사실 부모님이 선물같은거 하지말라고 하시고그런거 잘 안좋아하시는 편이라더 고민이 되는 것같아요...그래도 설인데 아들이 좀 감사의 마음이라도 전해보려고하는데요이런 상황에서 부모님 설선물 어떤게 좋을까요만족하실만한 것 좀 꼭 알려주세요!!부탁드릴게요...!제발요!"
"57" "설선물 마트보다 코스트코가 싼가요?"
"58" "다음주가 벌써 설날 이더라구요 회사에서거래처랑 직원분들 설선물 미리 주문 할까 하는데요단가 적당하고 세트로 주기에 뭐가 괜찮을까요설선물 세트로 거래처에 다들 뭐 선물 하나요???"
"59" "제가 .. 설 선물로 받을? 닌텐도 이 위 씨디 3개中 1개를 사려는데요 어떤게 나을까요?1뉴 슈퍼마리오 브라더스 위2별의 커비3대난투 스메시브라더스?그리고 또다른? 받을?설선물 추천즘 부탁이요 (2만원한도)?초5입니다"
"60" "이번 설에 회사직원들에게 선물해줄게 어떤게 좋을까요? 한 20명 정도 되는데요작년에 고생을 많이해서 10만원대의 건강식품을 생각하고 있는데이왕하는거 그냥 성분조금 들어가서 이름만 건강식품이라 한것보다진짜 괜찮은거 해주려고 합니다 괜찮으면 저도 먹어보려구요.새해선물 괜찮은거 많이 알려주세요."
